0.1,0.0002,40,55,0.0002,10,10,1,5,5
0.145,0.000295,44.5,57.45,0.000295,11.875,11.875,1.75,9.375,8.125
0.1225,0.000342,42.25,58.675,0.000248,12.8125,10.9375,2.125,11.5625,6.5625
0.1675,0.000248,46.75,56.225,0.000342,10.9375,12.8125,1.375,7.1875,9.6875
0.11125,0.000319,47.875,59.2875,0.000319,10.46875,11.40625,1.5625,12.65625,8.90625
0.15625,0.000224,43.375,56.8375,0.000224,12.34375,13.28125,2.3125,8.28125,5.78125
0.13375,0.000271,45.625,55.6125,0.000366,13.28125,10.46875,1.9375,6.09375,10.46875
0.17875,0.000366,41.125,58.0625,0.000271,11.40625,12.34375,1.1875,10.46875,7.34375
0.105625,0.000378,46.1875,56.53125,0.000236,10.234375,11.640625,1.84375,12.109375,9.296875
0.150625,0.000283,41.6875,58.98125,0.000331,12.109375,13.515625,1.09375,7.734375,6.171875
0.128125,0.000236,48.4375,57.75625,0.000283,13.046875,10.703125,1.46875,5.546875,10.859375
0.173125,0.000331,43.9375,55.30625,0.000378,11.171875,12.578125,2.21875,9.921875,7.734375
0.116875,0.000259,42.8125,58.36875,0.000307,10.703125,10.234375,2.40625,6.640625,5.390625
0.161875,0.000354,47.3125,55.91875,0.000212,12.578125,12.109375,1.65625,11.015625,8.515625
0.139375,0.000307,40.5625,57.14375,0.000354,13.515625,11.171875,1.28125,13.203125,6.953125
0.184375,0.000212,45.0625,59.59375,0.000259,11.640625,13.046875,2.03125,8.828125,10.078125
0.102813,0.000301,43.65625,56.071875,0.000289,11.054688,13.632813,1.421875,5.820313,10.273438
0.147813,0.000206,48.15625,58.521875,0.000384,12.929688,11.757813,2.171875,10.195313,7.148438
0.125312,0.000253,41.40625,59.746875,0.000242,11.992188,12.695313,1.796875,12.382813,8.710938
0.170313,0.000348,45.90625,57.296875,0.000337,10.117188,10.820313,1.046875,8.007813,5.585938
0.114063,0.00023,44.78125,59.134375,0.00036,11.523438,12.226563,1.234375,13.476563,7.929688
0.159063,0.000325,40.28125,56.684375,0.000265,13.398438,10.351563,1.984375,9.101563,11.054688
0.136563,0.000372,47.03125,55.459375,0.000313,12.460938,13.164063,2.359375,6.914063,6.367188
0.181563,0.000277,42.53125,57.909375,0.000218,10.585938,11.289063,1.609375,11.289063,9.492188
0.108438,0.000289,47.59375,56.990625,0.000253,11.289063,11.992188,2.265625,11.835938,7.539063
0.153438,0.000384,43.09375,59.440625,0.000348,13.164063,10.117188,1.515625,7.460938,10.664063
0.130938,0.000337,45.34375,58.215625,0.000206,12.226563,12.929688,1.140625,5.273438,5.976563
0.175938,0.000242,40.84375,55.765625,0.000301,10.351563,11.054688,1.890625,9.648438,9.101563
0.119688,0.00036,41.96875,57.603125,0.000372,11.757813,13.398438,2.078125,6.367188,9.882813
0.164688,0.000265,46.46875,55.153125,0.000277,13.632813,11.523438,1.328125,10.742188,6.757813
0.142187,0.000218,44.21875,56.378125,0.000325,12.695313,12.460938,1.703125,12.929688,8.320313
0.187188,0.000313,48.71875,58.828125,0.00023,10.820313,10.585938,2.453125,8.554688,5.195313
0.101406,0.000351,48.578125,58.292187,0.000351,13.457031,12.753906,2.335938,9.785156,10.175781
0.146406,0.000256,44.078125,55.842188,0.000256,11.582031,10.878906,1.585938,5.410156,7.050781
0.123906,0.000209,46.328125,57.067188,0.000304,10.644531,13.691406,1.210938,7.597656,8.613281
0.168906,0.000304,41.828125,59.517187,0.000209,12.519531,11.816406,1.960938,11.972656,5.488281
0.112656,0.00028,40.703125,56.454687,0.00028,12.988281,13.222656,1.773438,8.691406,7.832031
0.157656,0.000375,45.203125,58.904688,0.000375,11.113281,11.347656,1.023438,13.066406,10.957031
0.135156,0.000328,42.953125,57.679688,0.000233,10.175781,12.285156,1.398438,10.878906,6.269531
0.180156,0.000233,47.453125,55.229687,0.000328,12.050781,10.410156,2.148438,6.503906,9.394531
0.107031,0.000245,42.390625,59.823437,0.000387,13.691406,12.988281,1.679688,8.144531,7.441406
0.152031,0.00034,46.890625,57.373438,0.000292,11.816406,11.113281,2.429688,12.519531,10.566406
0.129531,0.000387,40.140625,56.148438,0.00034,10.878906,12.050781,2.054688,10.332031,5.878906
0.174531,0.000292,44.640625,58.598437,0.000245,12.753906,10.175781,1.304688,5.957031,9.003906
0.118281,0.000316,45.765625,55.535938,0.000268,13.222656,12.519531,1.117188,11.425781,9.785156
0.163281,0.000221,41.265625,57.985937,0.000363,11.347656,10.644531,1.867188,7.050781,6.660156
0.140781,0.000268,48.015625,59.210938,0.000221,10.410156,13.457031,2.242188,9.238281,8.222656
0.185781,0.000363,43.515625,56.760937,0.000316,12.285156,11.582031,1.492188,13.613281,5.097656
0.104219,0.00025,45.484375,57.832812,0.000334,12.402344,10.996094,2.007813,10.058594,5.292969
0.149219,0.000345,40.984375,55.382813,0.000239,10.527344,12.871094,1.257813,5.683594,8.417969
0.126719,0.000298,47.734375,56.607813,0.000381,11.464844,10.058594,1.632813,7.871094,6.855469
0.171719,0.000203,43.234375,59.057812,0.000286,13.339844,11.933594,2.382813,12.246094,9.980469
0.115469,0.000369,44.359375,57.220312,0.000215,11.933594,10.527344,2.195313,8.964844,9.199219
0.160469,0.000274,48.859375,59.670313,0.00031,10.058594,12.402344,1.445313,13.339844,6.074219
0.137969,0.000227,42.109375,58.445313,0.000262,10.996094,11.464844,1.070313,11.152344,10.761719
0.182969,0.000322,46.609375,55.995312,0.000357,12.871094,13.339844,1.820313,6.777344,7.636719
0.109844,0.000334,41.546875,58.751562,0.000298,12.636719,10.761719,1.351563,7.324219,9.589844
0.154844,0.000239,46.046875,56.301563,0.000203,10.761719,12.636719,2.101563,11.699219,6.464844
0.132344,0.000286,43.796875,55.076563,0.000345,11.699219,11.699219,2.476563,9.511719,11.152344
0.177344,0.000381,48.296875,57.526562,0.00025,13.574219,13.574219,1.726563,5.136719,8.027344
0.121094,0.000215,47.171875,55.689062,0.000227,12.167969,11.230469,1.539063,10.605469,5.683594
