0.1,0.0002,40,55,0.0002,10,10,1,5,5
0.45,0.0009,60,65,0.0009,17.5,17.5,5.5,27.5,22.5
0.275,0.00125,50,70,0.00055,21.25,13.75,7.75,38.75,13.75
0.625,0.00055,70,60,0.00125,13.75,21.25,3.25,16.25,31.25
0.1875,0.001075,75,72.5,0.001075,11.875,15.625,4.375,44.375,26.875
0.5375,0.000375,55,62.5,0.000375,19.375,23.125,8.875,21.875,9.375
0.3625,0.000725,65,57.5,0.001425,23.125,11.875,6.625,10.625,35.625
0.7125,0.001425,45,67.5,0.000725,15.625,19.375,2.125,33.125,18.125
0.14375,0.001513,67.5,61.25,0.000463,10.9375,16.5625,6.0625,41.5625,29.0625
0.49375,0.000812,47.5,71.25,0.001162,18.4375,24.0625,1.5625,19.0625,11.5625
0.31875,0.000463,77.5,66.25,0.000812,22.1875,12.8125,3.8125,7.8125,37.8125
0.66875,0.001162,57.5,56.25,0.001513,14.6875,20.3125,8.3125,30.3125,20.3125
0.23125,0.000638,52.5,68.75,0.000988,12.8125,10.9375,9.4375,13.4375,7.1875
0.58125,0.001337,72.5,58.75,0.000288,20.3125,18.4375,4.9375,35.9375,24.6875
0.40625,0.000988,42.5,63.75,0.001337,24.0625,14.6875,2.6875,47.1875,15.9375
0.75625,0.000288,62.5,73.75,0.000638,16.5625,22.1875,7.1875,24.6875,33.4375
0.121875,0.000944,56.25,59.375,0.000856,14.21875,24.53125,3.53125,9.21875,34.53125
0.471875,0.000244,76.25,69.375,0.001556,21.71875,17.03125,8.03125,31.71875,17.03125
0.296875,0.000594,46.25,74.375,0.000506,17.96875,20.78125,5.78125,42.96875,25.78125
0.646875,0.001294,66.25,64.375,0.001206,10.46875,13.28125,1.28125,20.46875,8.28125
0.209375,0.000419,61.25,71.875,0.001381,16.09375,18.90625,2.40625,48.59375,21.40625
0.559375,0.001119,41.25,61.875,0.000681,23.59375,11.40625,6.90625,26.09375,38.90625
0.384375,0.001469,71.25,56.875,0.001031,19.84375,22.65625,9.15625,14.84375,12.65625
0.734375,0.000769,51.25,66.875,0.000331,12.34375,15.15625,4.65625,37.34375,30.15625
0.165625,0.000856,73.75,63.125,0.000594,15.15625,17.96875,8.59375,40.15625,19.21875
0.515625,0.001556,53.75,73.125,0.001294,22.65625,10.46875,4.09375,17.65625,36.71875
0.340625,0.001206,63.75,68.125,0.000244,18.90625,21.71875,1.84375,6.40625,10.46875
0.690625,0.000506,43.75,58.125,0.000944,11.40625,14.21875,6.34375,28.90625,27.96875
0.253125,0.001381,48.75,65.625,0.001469,17.03125,23.59375,7.46875,12.03125,32.34375
0.603125,0.000681,68.75,55.625,0.000769,24.53125,16.09375,2.96875,34.53125,14.84375
0.428125,0.000331,58.75,60.625,0.001119,20.78125,19.84375,5.21875,45.78125,23.59375
0.778125,0.001031,78.75,70.625,0.000419,13.28125,12.34375,9.71875,23.28125,6.09375
0.110938,0.001316,78.125,68.4375,0.001316,23.828125,21.015625,9.015625,29.609375,33.984375
0.460938,0.000616,58.125,58.4375,0.000616,16.328125,13.515625,4.515625,7.109375,16.484375
0.285938,0.000266,68.125,63.4375,0.000966,12.578125,24.765625,2.265625,18.359375,25.234375
0.635938,0.000966,48.125,73.4375,0.000266,20.078125,17.265625,6.765625,40.859375,7.734375
0.198438,0.000791,43.125,60.9375,0.000791,21.953125,22.890625,5.640625,23.984375,20.859375
0.548438,0.001491,63.125,70.9375,0.001491,14.453125,15.390625,1.140625,46.484375,38.359375
0.373438,0.001141,53.125,65.9375,0.000441,10.703125,19.140625,3.390625,35.234375,12.109375
0.723438,0.000441,73.125,55.9375,0.001141,18.203125,11.640625,7.890625,12.734375,29.609375
0.154688,0.000528,50.625,74.6875,0.001578,24.765625,21.953125,5.078125,21.171875,18.671875
0.504688,0.001228,70.625,64.6875,0.000878,17.265625,14.453125,9.578125,43.671875,36.171875
0.329688,0.001578,40.625,59.6875,0.001228,13.515625,18.203125,7.328125,32.421875,9.921875
